Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
JSE:KP2,"Kore Potash Plc (JSE:KP2)",https://www.listcorp.com/jse/kp2/kore-potash-plc,"	675099000",0.2,0.00,0,"Basic Materials"
JSE:ADR,"Adcorp Holdings Limited (JSE:ADR)",https://www.listcorp.com/jse/adr/adcorp-holdings-limited,"	626742000",5.7,0.00,0,Industrials
JSE:TON,"Tongaat Hulett Limited (JSE:TON)",https://www.listcorp.com/jse/ton/tongaat-hulett-limited,"	608006000",4.5,0.00,0,"Consumer Goods"
JSE:EPS,"Eastern Platinum Limited (JSE:EPS)",https://www.listcorp.com/jse/eps/eastern-platinum,"	603716000",4.39,0.00,0,"Basic Materials"
JSE:HUG,"Huge Group Limited (JSE:HUG)",https://www.listcorp.com/jse/hug/huge-group-limited,"	596102000",3.4,0.00,0,Telecommunications
JSE:CND,"Conduit Capital Limited (JSE:CND)",https://www.listcorp.com/jse/cnd/conduit-capital-limited,"	573333000",0.75,0.00,0,Financials
JSE:CKS,"Crookes Brothers Limited (JSE:CKS)",https://www.listcorp.com/jse/cks/crookes-brothers-limited,"	572412000",37.5,0.00,0,"Consumer Goods"
JSE:TPC,"Transpaco Limited (JSE:TPC)",https://www.listcorp.com/jse/tpc/transpaco-limited,"	566989000",18,0.00,0,Industrials
JSE:CGR,"Calgro M3 Holdings Limited (JSE:CGR)",https://www.listcorp.com/jse/cgr/calgro-m3,"	547149000",3.9,0.00,0,Industrials
JSE:ALH,"Alaris Holdings Limited (JSE:ALH)",https://www.listcorp.com/jse/alh/alaris-holdings-limited,"	529561000",4.16,0.00,0,Technology
JSE:VUN,"Vunani Limited (JSE:VUN)",https://www.listcorp.com/jse/vun/vunani-limited,"	481856000",2.99,0.00,0,Financials
JSE:SEP,"Sephaku Holdings Limited (JSE:SEP)",https://www.listcorp.com/jse/sep/sephaku-holdings-limited,"	470800000",1.85,0.00,0,Industrials
JSE:NVE,"Nvest Financial Holdings Limited (JSE:NVE)",https://www.listcorp.com/jse/nve/nvest-financial-holdings-limited,"	452535000",1.84,0.00,0,Financials
JSE:AEE,"African Equity Empowerment Investments (JSE:AEE)",https://www.listcorp.com/jse/aee/african-equity-empowerment-investments,"	441920000",0.9,0.00,0,Financials
JSE:DLT,"Delta Property Fund Limited (JSE:DLT)",https://www.listcorp.com/jse/dlt/delta-property-fund-limited,"	435680000",0.61,0.00,0,Financials
JSE:ISB,"Insimbi Industrial Holdings Ltd (JSE:ISB)",https://www.listcorp.com/jse/isb/insimbi-industrial-holdings-ltd,"	421538000",1,0.00,0,"Basic Materials"
JSE:ASC,"Ascendis Health Limited (JSE:ASC)",https://www.listcorp.com/jse/asc/ascendis-health-limited,"	416049000",0.85,0.00,0,"Health Care"
JSE:RSG,"Resource Generation Limited (JSE:RSG)",https://www.listcorp.com/jse/rsg/resgen,"	389525000",0.67,0.00,0,"Basic Materials"
JSE:NRL,"Newpark REIT Limited (JSE:NRL)",https://www.listcorp.com/jse/nrl/newpark-reit-limited,"	379000000",3.79,0.00,0,Financials
JSE:RHB,"RH Bophelo Limited (JSE:RHB)",https://www.listcorp.com/jse/rhb/rh-bophelo-limited,"	378444000",5.85,0.00,0,Financials
JSE:SOH,"South Ocean Holdings (JSE:SOH)",https://www.listcorp.com/jse/soh/south-ocean-holdings,"	335407000",1.65,0.00,0,Industrials
JSE:WKF,"Workforce Holdings Limited (JSE:WKF)",https://www.listcorp.com/jse/wkf/workforce-holdings-limited,"	329037000",1.35,0.00,0,Industrials
JSE:BUC,"Buffalo Coal Corporation (JSE:BUC)",https://www.listcorp.com/jse/buc/buffalo-coal-corporation,"	320228000",0.76,0.00,0,"Basic Materials"
JSE:BIK,"Brikor Limited (JSE:BIK)",https://www.listcorp.com/jse/bik/brikor-limited,"	318532000",0.38,0.00,0,Industrials
JSE:TRL,"Trellidor Holdings Limited (JSE:TRL)",https://www.listcorp.com/jse/trl/trellidor-holdings-limited,"	290390000",3.05,0.00,0,Industrials
JSE:SEB,"Sebata Holdings Limited (JSE:SEB)",https://www.listcorp.com/jse/seb/sebata-holdings,"	283840000",2.47,0.00,0,Technology
JSE:BAU,"Bauba Resources Limited (JSE:BAU)",https://www.listcorp.com/jse/bau/bauba-resources-limited,"	277432000",0.37,0.00,0,"Basic Materials"
JSE:AME,"African Media Entertainment (JSE:AME)",https://www.listcorp.com/jse/ame/african-media-entertainment,"	276128000",35.05,0.00,0,"Consumer Services"
JSE:EMH,"E Media Holdings Limited (JSE:EMH)",https://www.listcorp.com/jse/emh/e-media-holdings-limited,"	274384000",4.3,0.00,0,"Consumer Services"
JSE:AVL,"Advanced Health Limited (JSE:AVL)",https://www.listcorp.com/jse/avl/advanced-health-limited,"	274332000",0.55,0.00,0,"Health Care"
JSE:BRT,"Brimstone Investment Corporation (JSE:BRT)",https://www.listcorp.com/jse/brt/brimstone-investment-corporation,"	259182000",6.5,0.00,0,Financials
JSE:ARA,"Astoria Investments Limited (JSE:ARA)",https://www.listcorp.com/jse/ara/astoria-investments-limited,"	249790000",4.4,0.00,0,Financials
JSE:ETO,"Etion Limited (JSE:ETO)",https://www.listcorp.com/jse/eto/etion-limited,"	242697000",0.43,0.00,0,Technology
JSE:ELI,"Ellies Holdings Limited (JSE:ELI)",https://www.listcorp.com/jse/eli/ellies-holdings-limited,"	241620000",0.3,0.00,0,Industrials
JSE:LNF,"London Finance & Investment Group Plc (JSE:LNF)",https://www.listcorp.com/jse/lnf/london-finance-and-investment-group-plc,"	218452000",7,0.00,0,Financials
JSE:HUL,"Hulisani Limited (JSE:HUL)",https://www.listcorp.com/jse/hul/hulisani-limited,"	216000000",4.32,0.00,0,Financials
JSE:FSE,"Firestone Energy Limited (JSE:FSE)",https://www.listcorp.com/jse/fse/firestone-energy-limited,"	212982000",0.06,0.00,0,"Basic Materials"
JSE:KBO,"Kibo Energy PLC (JSE:KBO)",https://www.listcorp.com/jse/kbo/kibo-energy-plc,"	205146000",0.07,0.00,0,"Basic Materials"
JSE:PFB,"Premier Fishing and Brands (JSE:PFB)",https://www.listcorp.com/jse/pfb/premier-fishing-and-brands,"	202800000",0.78,0.00,0,"Consumer Goods"
JSE:REA,"Rebosis Property Fund - A Shares (JSE:REA)",https://www.listcorp.com/jse/rea/rebosis-property-fund-a,"	202451000",3.2,0.00,0,Financials
JSE:RTN,"Rex Trueform Group - N Shares (JSE:RTN)",https://www.listcorp.com/jse/rtn/rex-trueform-group-n,"	188420000",10.51,0.00,0,"Consumer Services"
JSE:CVW,"Castleview Property Fund Limited (JSE:CVW)",https://www.listcorp.com/jse/cvw/castleview-property-fund-limited,"	187056000",5,0.00,0,Financials
JSE:REB,"Rebosis Property Fund (JSE:REB)",https://www.listcorp.com/jse/reb/rebosis-property-fund,"	181806000",0.26,0.00,0,Financials
JSE:CMO,"Chrometco Limited (JSE:CMO)",https://www.listcorp.com/jse/cmo/chrometco-limited,"	177970000",0.07,0.00,0,"Basic Materials"
JSE:MCZ,"MC Mining Limited (JSE:MCZ)",https://www.listcorp.com/jse/mcz/mc-mining-limited,"	177582000",1.15,0.00,0,"Basic Materials"
JSE:CSG,"CSG Holdings Limited (JSE:CSG)",https://www.listcorp.com/jse/csg/csg-holdings-limited,"	173246000",0.33,0.00,0,Industrials
JSE:ISA,"ISA Holdings Limited (JSE:ISA)",https://www.listcorp.com/jse/isa/isa-holdings-limited,"	162063000",0.95,0.00,0,Technology
JSE:4SI,"4Sight Holdings Limited (JSE:4SI)",https://www.listcorp.com/jse/4si/4sight-holdings-limited,"	151767000",0.23,0.00,0,Financials
JSE:CGN,"Cognition Holdings Limited (JSE:CGN)",https://www.listcorp.com/jse/cgn/cognition-holdings-limited,"	149027000",0.65,0.00,0,Technology
JSE:PPR,"Putprop Limited (JSE:PPR)",https://www.listcorp.com/jse/ppr/putprop-limited,"	148432000",3.5,0.00,0,Financials
JSE:EEL,"Efora Energy Limited (JSE:EEL)",https://www.listcorp.com/jse/eel/efora-energy-limited,"	132460000",0.12,0.00,0,"Oil & Gas"
JSE:LAB,"Labat Africa Limited (JSE:LAB)",https://www.listcorp.com/jse/lab/labat-africa-limited,"	132034000",0.26,0.00,0,Industrials
JSE:PMV,"Primeserv Group Limited (JSE:PMV)",https://www.listcorp.com/jse/pmv/primeserv-group-limited,"	131575000",1.07,0.00,0,Industrials
JSE:SSK,"Stefanutti Stocks Holdings Limited (JSE:SSK)",https://www.listcorp.com/jse/ssk/stefanutti-stocks-holdings-limited,"	92159600",0.49,0.00,0,Industrials
JSE:EUZ,"Europa Metals Limited (JSE:EUZ)",https://www.listcorp.com/jse/euz/europa-metals-limited,"	87043700",1.1,0.00,0,"Basic Materials"
JSE:RNG,"Randgold And Exploration Company (JSE:RNG)",https://www.listcorp.com/jse/rng/randgold-and-exploration-company,"	82043600",1.1,0.00,0,"Basic Materials"
JSE:JSC,"Jasco Electronics Holdings (JSE:JSC)",https://www.listcorp.com/jse/jsc/jasco-electronics-holdings,"	80261700",0.35,0.00,0,Technology
JSE:AON,"African and Overseas Enterprises - N Shares (JSE:AON)",https://www.listcorp.com/jse/aon/african-and-overseas-enterprises-n,"	74211100",7.26,0.00,0,"Consumer Services"
JSE:TLM,"TeleMasters Holdings Limited (JSE:TLM)",https://www.listcorp.com/jse/tlm/telemasters-holdings-limited,"	70257200",1.26,0.00,0,Telecommunications
JSE:UAT,"Union Atlantic Minerals Limited (JSE:UAT)",https://www.listcorp.com/jse/uat/union-atlantic-minerals,"	69458500",0.04,0.00,0,"Basic Materials"
JSE:BSR,"Basil Read Holdings Limited (JSE:BSR)",https://www.listcorp.com/jse/bsr/basil-read,"	59813200",0.04,0.00,0,Industrials
JSE:AHL,"AH-Vest Limited (JSE:AHL)",https://www.listcorp.com/jse/ahl/ah-vest-limited,"	54078900",0.53,0.00,0,"Consumer Goods"
JSE:HWA,"Hwange Colliery Company Limited (JSE:HWA)",https://www.listcorp.com/jse/hwa/hwange-colliery,"	51680300",0.51,0.00,0,"Basic Materials"
JSE:RTO,"Rex Trueform Group (JSE:RTO)",https://www.listcorp.com/jse/rto/rex-trueform-group,"	49398700",17,0.00,0,"Consumer Services"
JSE:SVB,"SilverBridge Holdings Limited (JSE:SVB)",https://www.listcorp.com/jse/svb/silverbridge-holdings-limited,"	48704200",1.45,0.00,0,Technology
JSE:NCS,"Nictus Limited (JSE:NCS)",https://www.listcorp.com/jse/ncs/nictus-limited,"	48099200",0.9,0.00,0,"Consumer Services"
JSE:PEM,"Pembury Lifestyle Group (JSE:PEM)",https://www.listcorp.com/jse/pem/pembury-lifestyle-group,"	41524000",0.1,0.00,0,"Consumer Services"
JSE:CAC,"CAFCA Limited (JSE:CAC)",https://www.listcorp.com/jse/cac/cafca-limited,"	41068500",1.23,0.00,0,Industrials
JSE:PSV,"PSV Holdings Limited (JSE:PSV)",https://www.listcorp.com/jse/psv/psv-holdings-limited,"	32718600",0.08,0.00,0,Industrials
JSE:ILE,"Imbalie Beauty Limited (JSE:ILE)",https://www.listcorp.com/jse/ile/imbalie-beauty-limited,"	27680800",0.02,0.00,0,"Consumer Goods"
JSE:MRI,"Mine Restoration Investments Limited (JSE:MRI)",https://www.listcorp.com/jse/mri/mine-restoration-investments-limited,"	25885700",0.03,0.00,0,Industrials
JSE:TAS,"Taste Holdings Limited (JSE:TAS)",https://www.listcorp.com/jse/tas/taste-holdings-limited,"	23968200",0.041,-0.00,-2.38,"Consumer Services"
JSE:AOO,"African and Overseas Enterprises Limited (JSE:AOO)",https://www.listcorp.com/jse/aoo/african-and-overseas-enterprises-limited,"	21200000",16.96,0.00,0,"Consumer Services"
JSE:VIS,"Visual International Holdings Limited (JSE:VIS)",https://www.listcorp.com/jse/vis/visual-international-holdings,"	20063300",0.05,0.00,0,Financials
JSE:ADW,"African Dawn Capital (JSE:ADW)",https://www.listcorp.com/jse/adw/african-dawn-capital,"	18457600",0.29,0.00,0,Financials
JSE:ECS,"Ecsponent Limited (JSE:ECS)",https://www.listcorp.com/jse/ecs/ecsponent-limited,"	9332280",0.026,0.00,0,Financials
JSE:GLI,"Go Life International Ltd (JSE:GLI)",https://www.listcorp.com/jse/gli/go-life-international-ltd,"	9000000",0.01,0.00,0,"Health Care"
JSE:WEA,"WG Wearne Limited (JSE:WEA)",https://www.listcorp.com/jse/wea/wg-wearne-limited,"	8291800",0.03,0.00,0,Industrials
JSE:NFP,"New Frontier Properties Limited (JSE:NFP)",https://www.listcorp.com/jse/nfp/new-frontier-properties-limited,"	8046770",0.05,0.00,0,Financials
JSE:NUT,"Nutritional Holdings Limited (JSE:NUT)",https://www.listcorp.com/jse/nut/nutritional-holdings-limited,"	6697350",0.01,0.00,0,"Health Care"
JSE:ACZ,"Arden Capital Limited (JSE:ACZ)",https://www.listcorp.com/jse/acz/arden-capital-limited,"	2345330",0.02,0.00,0,Financials
JSE:PHM,"Phumelela Gaming And Leisure Limited (JSE:PHM)",https://www.listcorp.com/jse/phm/phumelela-gaming-and-leisure-limited,"	0",0,0.00,0,"Consumer Services"
JSE:RPL,"RDI REIT PLC (JSE:RPL)",https://www.listcorp.com/jse/rpl/rdi-reit-plc,"	0",0,0.00,0,Financials
JSE:ACE,"Accentuate Limited (JSE:ACE)",https://www.listcorp.com/jse/ace/accentuate-limited,"	0",0,0.00,0,Industrials
JSE:RDI,"Rockwell Diamonds Incorporated (JSE:RDI)",https://www.listcorp.com/jse/rdi/rockwell-diamonds-incorporated,"	0",0,0.00,0,"Basic Materials"
JSE:AFX,"African Oxygen Limited (JSE:AFX)",https://www.listcorp.com/jse/afx/afrox,"	0",0,0.00,0,"Basic Materials"
JSE:ACG,"Anchor Group Limited (JSE:ACG)",https://www.listcorp.com/jse/acg/anchor-group-limited,"	0",0,0.00,0,Financials
JSE:ALP,"Atlantic Leaf Properties Limited (JSE:ALP)",https://www.listcorp.com/jse/alp/atlantic-leaf-properties,"	0",0,0.00,0,Financials
JSE:TBG,"Tiso Blackstar Group SE (JSE:TBG)",https://www.listcorp.com/jse/tbg/tiso-blackstar,"	0",0,0.00,0,"Consumer Services"
JSE:CTK,"Cartrack Holdings (JSE:CTK)",https://www.listcorp.com/jse/ctk/cartrack-holdings,"	0",0,0.00,0,Industrials
JSE:UCP,"Unicorn Capital Partners Limited (JSE:UCP)",https://www.listcorp.com/jse/ucp/unicorn-capital-partners-limited,"	0",0,0.00,0,"Basic Materials"
JSE:VLE,"Value Group Limited (JSE:VLE)",https://www.listcorp.com/jse/vle/value-group-limited,"	0",0,0.00,0,Industrials
JSE:COM,"Comair Limited (JSE:COM)",https://www.listcorp.com/jse/com/comair-limited,"	0",0,0.00,0,"Consumer Services"
JSE:CIL,"Consolidated Infrastructure Group (JSE:CIL)",https://www.listcorp.com/jse/cil/consolidated-infrastructure-group,"	0",0,0.00,0,Industrials
JSE:EFG,"Efficient Group Limited (JSE:EFG)",https://www.listcorp.com/jse/efg/efficient-group-limited,"	0",0,0.00,0,Financials
JSE:ELR,"ELB Group Limited (JSE:ELR)",https://www.listcorp.com/jse/elr/elb-group-limited,"	0",0,0.00,0,Industrials
JSE:ESR,"Esor Limited (JSE:ESR)",https://www.listcorp.com/jse/esr/esor-limited,"	0",0,0.00,0,Industrials
JSE:FDP,"Freedom Property Fund Limited (JSE:FDP)",https://www.listcorp.com/jse/fdp/freedom-property-fund-limited,"	0",0,0.00,0,Financials
JSE:GAI,"Gaia Infrastructure Capital Limited (JSE:GAI)",https://www.listcorp.com/jse/gai/gaia-infrastructure-capital-limited,"	0",0,0.00,0,Financials
JSE:GRF,"Group Five Limited (JSE:GRF)",https://www.listcorp.com/jse/grf/group-five-limited,"	0",0,0.00,0,Industrials
JSE:HPB,"Hospitality Property Fund - B (JSE:HPB)",https://www.listcorp.com/jse/hpb/hospitality-property-fund-b,"	0",0,0.00,0,Financials
JSE:IDQ,"Indequity Group Limited (JSE:IDQ)",https://www.listcorp.com/jse/idq/indequity-group-limited,"	0",0,0.00,0,Financials
JSE:KDV,"Kaydav Group Limited (JSE:KDV)",https://www.listcorp.com/jse/kdv/kaydav-group-limited,"	0",0,0.00,0,Industrials
JSE:MZR,"Mazor Group Limited (JSE:MZR)",https://www.listcorp.com/jse/mzr/mazor-group-limited,"	0",0,0.00,0,Industrials
JSE:MLE,"Mettle Investments Limited (JSE:MLE)",https://www.listcorp.com/jse/mle/mettle-investments,"	0",0,0.00,0,Financials
JSE:MNK,"Montauk Holdings Limited (JSE:MNK)",https://www.listcorp.com/jse/mnk/montauk-holdings-limited,"	0",0,0.00,0,"Oil & Gas"
